fold_id,cv_tag,html_id,sent_id,text,tag
0,cv053,21822,1,"people who supposedly loved the same land and the same god found themselves in bitter conflict , as the country divided into factions fighting in the streets : indian and pakistani ; muslim , hindu , sikh , parsee .",pos
0,cv053,21822,2,"the story takes place in lahore , which was indian before partition , and pakistani afterward , regardless of what its citizens might call themselves .",pos
0,cv053,21822,3,"the action is seen through the eyes of lenny ( maaia sethna ) , a young parsee girl , but it is really about her nanny , shanta .",pos
0,cv053,21822,4,shanta has a small circle of male admirers .,pos
0,cv053,21822,5,"two of the men are suitors : hasan ( rahul khanna ) , a hindu , and dil navaz ( aamir khan ) , a muslim .",pos
0,cv053,21822,6,"the others--sikh , hindu , muslim--are older ; some are married ; but all appreciate shanta , who is played by the stirringly beautiful nandita das .",pos
0,cv053,21822,7,"( she also starred in deepa mehta's previous film , fire , the first part of a thematic trilogy which will conclude with water . )",pos
0,cv053,21822,8,"in an early scene , the men are sitting in a park talking with shanta and lenny ; political tension in the country is growing as the day of independence nears .",pos
0,cv053,21822,9,"one of the men remarks , jokingly , that their little group is probably one of the last places in the city where the different religions can still get along .",pos
0,cv053,21822,10,"he is wrong : the men make barbed little comments to each other , spoken like jokes , but with an undercurrent of fanaticism .",pos
0,cv053,21822,11,the tenor of these exchanges grows darker and more bitter as the movie progresses .,pos
0,cv053,21822,12,"it is easy to perceive , in these squabbles , the trajectory which ends in mass violence and slaughter .",pos
0,cv053,21822,13,"the group around shanta represents , in a sense , a united india , and shanta herself the ideal motherland--one which all love , which inspires hindu , muslim , and sikh to live peacably together .",pos
0,cv053,21822,14,"but the circle around shanta is sundered , as is the state .",pos
0,cv053,21822,15,"a sikh is persecuted , hides , then flees .",pos
0,cv053,21822,16,another man is murdered .,pos
0,cv053,21822,17,the group of friends will not meet again .,pos
0,cv053,21822,18,"the movie is rife with images of breakage and destruction : a plate shattered on the floor , a stuffed toy torn apart by an upset child , and , most brutally , when the tension escalates into violence , a man is held down , tied between two cars , and ripped in half by the opposing movement of the vehicles .",pos
0,cv053,21822,19,it is a visceral and effective metaphor for a country which is being destroyed just as painfully .,pos
0,cv053,21822,20,the crux of earth's plot is the transformation undergone by dil navaz .,pos
0,cv053,21822,21,"his sisters are killed in brutal fashion , by hindus , because they are muslim .",pos
0,cv053,21822,22,"dil navaz seeks solace from shanta , and asks in desperation that she marry him .",pos
0,cv053,21822,23,"but she loves hasan , and tenderly refuses dil navaz's offer .",pos
0,cv053,21822,24,"the combination of familial anguish and romantic rejection twists inside him , and it is easy to see how he is seduced by the growing mob mentality : the muslim cause gives him a motive to vent his anger and hate .",pos
0,cv053,21822,25,"despite the things he later does , it is to the credit of earth that it does not simply denounce dil navaz and those like him , but shows how circumstances can make decent enough men do monstrous things .",pos
0,cv053,21822,26,the conclusion--the consequence of dil navaz's transformation--is rather abrupt .,pos
0,cv053,21822,27,the story earth tells does not end .,pos
0,cv053,21822,28,it just stops .,pos
0,cv053,21822,29,"it is an appropriate finish : giving us closure would have imparted , at least on an aesthetic level , a sense of resolution , of satisfaction .",pos
0,cv053,21822,30,"but there was no resolution for india and pakistan--they have been at war , on a small or large scale , for decades .",pos
0,cv053,21822,31,"since the personal dramas in earth mirror the political struggles of a nation , it is only right that those dramas should have no terminus .",pos
0,cv053,21822,32,"there is no healing to be had , no closure , on any level ( despite the needless , tacked-on ending , with voice-over narration from lenny as an adult , framing the story ) .",pos
0,cv053,21822,33,"earth is , in some ways , an unexceptional movie .",pos
0,cv053,21822,34,"it does not reinvent the wheel , following instead the standard pattern of historical dramas .",pos
0,cv053,21822,35,"but deepa mehta's directon is assured , and the issues she addresses run deep .",pos
0,cv053,21822,36,earth does for india what movies like zhang yimou's to live and tian zhuangzhuang's the blue kite did for china : they show us the agonies endured by unremarkable people who had the bad luck to be caught up and smashed in the crucible of history .,pos
0,cv053,21822,37,"such films strike me as inherently valuable , even when flawed .",pos
0,cv053,21822,38,"they may be biased or inaccurate , but they bear the weight of human hardship , and this confers on them a nobility and gravity which other , more inventive films , often lack .",pos
0,cv053,21822,39,"it is notable that all three movies were banned in their native countries : the events shown may have happened decades ago , but they still touch a nerve .",pos
0,cv053,21822,40,the issues tackled in earth have a particular urgency in light of the nuclear test bombings that took place last year .,pos
0,cv053,21822,41,"in the near future , india and pakistan may launch nuclear missiles at each other .",pos
0,cv053,21822,42,"at the time of the tests i had some understanding of the reasons why this might happen ; after seeing earth , i have a much , much better understanding .",pos
0,cv054,4230,0,"up until about a year ago , john travolta's career consisted of those "" look who's talking "" movies ( notice how they never called them look who's talented ) and the 1991 bomb shout ( which was bad enough to make most people scream ) .",pos
0,cv054,4230,1,"but somewhere along the line , travolta got the starring role in the tarantino masterpiece pulp fiction and his career soared once again .",pos
0,cv054,4230,2,"weird how someone whose career was on par with the bee gees back in 1978 would experience fame and fortune once again , while barry , robin and maurice gibb could do no better than a 1993 straight-to-the-cutout-bin album aptly named "" size isn't everything "" ( and of course , they learned that sales are everything ) .",pos
0,cv054,4230,3,"but now travolta's back on the hollywood scene once again , and i think we all know why .",pos
0,cv054,4230,4,four words : contract with the devil .,pos
0,cv054,4230,5,"and this has nothing to do with newt gingrich's "" contract with america . """,pos
0,cv054,4230,6,"no , satan is much more humane .",pos
0,cv054,4230,7,"anyway , yes , travolta has sold his soul to the hairy host of the netherworld .",pos
0,cv054,4230,8,how do i know ?,pos
0,cv054,4230,9,i own the document in question .,pos
0,cv054,4230,10,"amazing what you can buy at those collector's shops for a few hundred dollars , isn't it ?",pos
0,cv054,4230,11,"get shorty continues in the vein of pulp fiction , with travolta as crime minion chili palmer .",pos
0,cv054,4230,12,he goes to collect some of the mafia's money from a b-grade director ( gene hackman ) and suddenly finds out he wants out of the mob game and into the movie game .,pos
0,cv054,4230,13,"sure , a ruthless criminal like him is far too honest to make it in hollywood , but i guess that's beside the point .",pos
0,cv054,4230,14,"palmer is determined to get hackman's next project made , so he sets out to convince big star martin weir ( danny devito ) to star in the movie , bringing along down-and-out horror actress karen flores ( rene russo ) , who has already had affairs with hackman and devito .",pos
0,cv054,4230,15,"it doesn't take a las vegas odds-maker to predict that she and travolta will soon be hitting the sheets as well , after the customary sexual tension and denial , which has been used in every comedy from "" who's the boss ? """,pos
0,cv054,4230,16,to speechless .,pos
0,cv054,4230,17,"it works in this case , unlike "" who's the boss ? """,pos
0,cv054,4230,18,although it's interesting to note that tony danza has signed a contract with the devil also .,pos
0,cv054,4230,19,"complicating matters somewhat are the mobsters who have backed hackman's other films and want in on this one too , along with travolta's mob boss trying to track him down for defecting .",pos
0,cv054,4230,20,"get shorty is by no means on the same level as pulp fiction , despite the obvious similarities .",pos
0,cv054,4230,21,"this movie doesn't have near the amount of originality or depth as pulp fiction but it is definitely one of the most entertaining movies i've seen this year ( yes , even better than halloween vi ) .",pos
0,cv054,4230,22,"get shorty is my kind of movie , one that mixes intelligent humor with action and violence .",pos
0,cv054,4230,23,i'm definitely going to have to check out the novel it was based on .,pos
0,cv054,4230,24,"are you getting this , shorty ?",pos
0,cv055,8338,0,i was fortunate enough to attend an advance screening for the upcoming thriller conspiracy theory .,pos
0,cv055,8338,1,"this was , of course , a big deal for me because reviewing movies is basically just a hobby for me and i never get a chance at something like this .",pos
0,cv055,8338,2,"not only did i get to see an advance screening , i was able to see an advance screening of a * very good * movie .",pos
0,cv055,8338,3,"the very fast-paced film stars mel gibson as jerry fletcher , a fast-talking , witty , comical taxi driver in new york city .",pos
0,cv055,8338,4,"gibson's performance is terrific , and his character is similar to that of martin riggs in the lethal weapon films .",pos
0,cv055,8338,5,"gibson again teams up with richard donner , as he did in the lethal weapon films and maverick , and this time around , the combination works even better .",pos
0,cv055,8338,6,the character of jerry fletcher is indeed unique .,pos
0,cv055,8338,7,"try to imagine a toned-downed version of travis bickle who , this time around , is a jittery guy with knowledge of government conspiracy cover-ups .",pos
0,cv055,8338,8,"if you can imagine that , then you've basically got jerry fletcher .",pos
0,cv055,8338,9,"in many ways , i was surprised by this movie .",pos
0,cv055,8338,10,"to begin with , i was surprised at how good it was .",pos
0,cv055,8338,11,"don't get me wrong , it's not going to be accepting any gold trophies next spring , but it was a very enjoyable movie .",pos
0,cv055,8338,12,"secondly , i was surprised at mel gibson's performance .",pos
0,cv055,8338,13,he provided a fantastic performance .,pos
0,cv055,8338,14,"the previews of this film led me to believe it was an all-out action flick , which after viewing , it was almost the opposite in a certain sense .",pos
0,cv055,8338,15,"gibson's character has an almost uncountable number of one-liners , hilarious situations , and his character is one that the audience tends to side with throughout the film .",pos
0,cv055,8338,16,"for instance , jerry's apartment ( and especially his security ) is memorable .",pos
0,cv055,8338,17,"and last , i was surprised at how good the plot is .",pos
0,cv055,8338,18,"writer brian helgeland has created a terrific story , and when watching this film , you are left to wonder if all of jerry fletcher's far-fetched ( or so they seem at first ) conspiracy theories are helgeland's own opinions .",pos
0,cv055,8338,19,mel gibson isn't the only stand-out in the film .,pos
0,cv055,8338,20,"julia roberts is very good in her performance as alice sutton , the department of justice employee who can't seem to stay away from jerry fletcher , who continually visits alice in hopes that she will do something about his theories .",pos
0,cv055,8338,21,he also seems obsessed and in love with her .,pos
0,cv055,8338,22,"but whenever he approaches her with another one of his theories , she shrugs him and his beliefs off , continually noting that one day she is going to slap a restraining order on him .",pos
0,cv055,8338,23,"jerry , obviously determined to continually seek out the truth , continues to research information for his next conspiracy theory , which will be printed in his newsletter ( same title as the movie ) .",pos
0,cv055,8338,24,"although he only has five subscribers , he puts a large amount of time and effort into his work , and publishes his next edition .",pos
0,cv055,8338,25,"very soon after he does so , he is abducted and tortured by a sinister man who refers to himself as dr . jonas ( patrick stewart ) .",pos
0,cv055,8338,26,"after barely escaping alive , jerry is forced to turn to the only person he can trust : alice sutton .",pos
0,cv055,8338,27,"the remainder of the film is almost always fast-paced and full of action and suspense , with jerry's life being constantly put into jeopardy .",pos
0,cv055,8338,28,"and more along the way , the audience ( and alice ) learn more and more about jerry's life .",pos
0,cv055,8338,29,"many things are explained throughout this film , both to the characters and to the audience .",pos
0,cv055,8338,30,"for instance , the meaning of the book "" the catcher in the rye "" and its ties to assassins , the reason lone gunmen have three names ( e . g .",pos
0,cv055,8338,31,"lee harvey oswald and james earl ray ) , and the real truth behind the grateful dead .",pos
0,cv055,8338,32,"make sure listen closely throughout the film , as jerry is constantly throwing out interesting tidbits such as the above .",pos
0,cv055,8338,33,"definitely , when conspiracy theory hits theaters august 8th , make sure you are standing in line to see it .",pos
0,cv055,8338,34,"i am nearly positive everyone should enjoy this film , especially if you are into an action-thriller with witty dialogue and numerous suspenseful situations .",pos
0,cv055,8338,35,"and even if you aren't , you should still like this film .",pos
0,cv056,13133,0,"the disney studios has its formula for annual , full-length animated features down so pat that it's hard to remember which one you're watching at any given moment .",pos
0,cv056,13133,1,""" mulan , "" their 36th animated adventure , is the latest case in point .",pos
